"Journal Data Filtered By:  Selected JCR Year: 2019 Selected Editions: SCIE,SSCI Selected Category Scheme: WoS",,,,
Rank,Full Journal Title,Total Cites,Journal Impact Factor,Eigenfactor Score
10196,OXFORD BULLETIN OF ECONOMICS AND STATISTICS,"3,285",0.918,0.002520
10196,OXFORD BULLETIN OF ECONOMICS AND STATISTICS,"3,285",0.918,0.002520
10196,Veterinaria Italiana,634,0.918,0.000780
10203,AMERICAN CRIMINAL LAW REVIEW,322,0.917,0.000550
10203,ANNALS OF SAUDI MEDICINE,"1,783",0.917,0.001000
10203,ARCHIVES EUROPEENNES DE SOCIOLOGIE,531,0.917,0.000490
10203,Canadian Journal of School Psychology,438,0.917,0.000380
10203,Danish Medical Journal,"1,158",0.917,0.002880
10203,GENES & GENETIC SYSTEMS,765,0.917,0.000640
10203,Journal of Sexual Aggression,448,0.917,0.000460
10203,Politikon,270,0.917,0.000270
10211,Animal Reproduction,639,0.916,0.000940
10211,ZEITSCHRIFT FUR KINDER-UND JUGENDPSYCHIATRIE UND PSYCHOTHERAPIE,405,0.916,0.000350
10213,COMPUTER LANGUAGES SYSTEMS & STRUCTURES,178,0.915,0.000550
10213,DISSOLUTION TECHNOLOGIES,436,0.915,0.000140
10213,International Journal of Heavy Vehicle Systems,234,0.915,0.000230
10213,Journal of Baltic Science Education,385,0.915,0.000260
10213,NATURAL RESOURCE MODELING,451,0.915,0.000360
10213,NORWEGIAN JOURNAL OF GEOLOGY,"1,088",0.915,0.000490
10213,Revista da Associacao Medica Brasileira,"1,530",0.915,0.001700
10220,ACTA OECONOMICA,212,0.914,0.000150
10220,International Journal of Shipping and Transport Logistics,302,0.914,0.000430
10222,AUSTRALIAN JOURNAL OF SOCIAL ISSUES,476,0.913,0.000520
10222,Nations and Nationalism,"1,226",0.913,0.001120
10222,Nordic Journal of Music Therapy,280,0.913,0.000250
10225,Ardeola-International Journal of Ornithology,430,0.912,0.000370
10225,BULLETIN DU CANCER,"1,108",0.912,0.001210
10227,ANNALES DE PALEONTOLOGIE,602,0.911,0.000550
10227,Journal of Macromolecular Science Part B-Physics,"2,109",0.911,0.000920
10227,MATERIALS SCIENCE-POLAND,"1,070",0.911,0.001050
10230,MATHEMATISCHE NACHRICHTEN,"2,627",0.910,0.006720
10231,Acta Geodaetica et Geophysica,306,0.909,0.000540
10231,JOURNAL OF PHOTOPOLYMER SCIENCE AND TECHNOLOGY,989,0.909,0.000890
10231,JOURNAL OF THE JAPANESE AND INTERNATIONAL ECONOMIES,686,0.909,0.000580
10231,Journal of Contemporary European Studies,301,0.909,0.000750
10231,Psicologia-Reflexao e Critica,541,0.909,0.000550
10236,Animal Cells and Systems,305,0.907,0.000490
10236,International Studies Perspectives,665,0.907,0.000820
10236,Journal of Systems Engineering and Electronics,"1,201",0.907,0.001220
10236,RAFFLES BULLETIN OF ZOOLOGY,"1,530",0.907,0.001520
10240,Ethics & International Affairs,589,0.906,0.000950
10240,ISRAEL JOURNAL OF PLANT SCIENCES,526,0.906,0.000300
10240,Revista de Ciencia Politica,301,0.906,0.000230
10243,Annals of Indian Academy of Neurology,"1,089",0.905,0.001480
10243,EURE-REVISTA LATINOAMERICANA DE ESTUDIOS URBANO REGIONALES,818,0.905,0.000610
10243,FOOD AND DRUG LAW JOURNAL,237,0.905,0.000390
10243,FOOD AND DRUG LAW JOURNAL,237,0.905,0.000390
10243,Information Technology and Control,267,0.905,0.000230
10243,Invasive Plant Science and Management,655,0.905,0.000680
10243,Journal of Neurological Surgery Part A-Central European Neurosurgery,530,0.905,0.001090
10250,Argumentation,414,0.904,0.000190
10250,BioPsychoSocial Medicine,423,0.904,0.000480
10250,OXFORD ECONOMIC PAPERS-NEW SERIES,"2,631",0.904,0.002540
10253,Africa Spectrum,241,0.903,0.000380
10253,POLISH JOURNAL OF PATHOLOGY,460,0.903,0.000620
10253,RATIONALITY AND SOCIETY,805,0.903,0.000680
10253,Zoosystematics and Evolution,215,0.903,0.000420
10257,Geochronometria,551,0.902,0.000700
10257,German Politics,381,0.902,0.000610
10257,KENNEDY INSTITUTE OF ETHICS JOURNAL,412,0.902,0.000540
10260,JOURNAL OF INORGANIC MATERIALS,"1,278",0.901,0.001130
10260,Plant Biotechnology,994,0.901,0.000930
10262,ACTA INFORMATICA,667,0.900,0.000810
10262,CANADIAN JOURNAL OF BEHAVIOURAL SCIENCE-REVUE CANADIENNE DES SCIENCES DU COMPORTEMENT,"1,302",0.900,0.000950
10262,Child Language Teaching & Therapy,468,0.900,0.000550
10262,Current Issues in Language Planning,412,0.900,0.000370
10262,Indian Journal of Medical Microbiology,"1,541",0.900,0.001670
10262,JOURNAL OF HEALTHCARE MANAGEMENT,657,0.900,0.000940
10262,Measurement Science Review,532,0.900,0.000400
10262,Water Science and Technology-Water Supply,"1,296",0.900,0.001540
10262,ZEITSCHRIFT FUR KLINISCHE PSYCHOLOGIE UND PSYCHOTHERAPIE,457,0.900,0.000250
10271,JOURNAL OF THE GEOLOGICAL SOCIETY OF INDIA,"3,096",0.899,0.001460
10272,Ethnography,"1,055",0.898,0.000900
10272,Journal of Medical Ultrasonics,483,0.898,0.000800
10272,SOUTH AFRICAN JOURNAL OF PSYCHOLOGY,785,0.898,0.000620
10275,Cardiovascular Journal of Africa,953,0.897,0.001810
10275,FAMILY & COMMUNITY HEALTH,779,0.897,0.000830
10275,GENE EXPRESSION PATTERNS,"1,330",0.897,0.001030
10275,Human-Wildlife Interactions,244,0.897,0.000370
10275,Journal of Agricultural Science and Technology,"1,659",0.897,0.001590
10275,Journal of Corporate Law Studies,161,0.897,0.000160
10275,PUBLIC PERSONNEL MANAGEMENT,809,0.897,0.000510
10275,Polish Journal of Microbiology,761,0.897,0.000710
10275,Turkish Journal of Field Crops,350,0.897,0.000250
10284,NUMERICAL FUNCTIONAL ANALYSIS AND OPTIMIZATION,"1,222",0.896,0.002080
10285,BRAZILIAN JOURNAL OF PHYSICS,"1,256",0.895,0.000970
10285,Language Culture and Curriculum,585,0.895,0.000690
10287,BRITISH JOURNAL FOR THE HISTORY OF SCIENCE,576,0.894,0.000560
10287,DISTRIBUTED COMPUTING,566,0.894,0.000860
10287,INTERNATIONAL JOURNAL OF ACAROLOGY,950,0.894,0.001000
10287,ISRAEL JOURNAL OF MATHEMATICS,"3,626",0.894,0.011150
10287,Journal of Behavioral Education,871,0.894,0.000960
10287,LEARNING AND MOTIVATION,964,0.894,0.000660
10293,Pigment & Resin Technology,571,0.893,0.000350
10293,Psychiatry and Clinical Psychopharmacology,118,0.893,0.000220
10293,Veterinary Research Forum,490,0.893,0.000660
10293,ZEITSCHRIFT FUR GERONTOLOGIE UND GERIATRIE,980,0.893,0.001090
10293,ZEITSCHRIFT FUR GERONTOLOGIE UND GERIATRIE,980,0.893,0.001090
10298,European Journal of Hospital Pharmacy-Science and Practice,336,0.892,0.000780
10298,KOEDOE,498,0.892,0.000320
10298,WEED BIOLOGY AND MANAGEMENT,508,0.892,0.000360
10301,East Asian Science Technology and Society-An International Journal,208,0.891,0.000320
10301,Nursing Philosophy,554,0.891,0.000390
10301,Nursing Philosophy,554,0.891,0.000390
10304,Empirica,409,0.890,0.000550
10304,JOURNAL OF THE JAPAN PETROLEUM INSTITUTE,499,0.890,0.000370
10306,BIORHEOLOGY,"1,411",0.889,0.000350
10306,NEW GENERATION COMPUTING,298,0.889,0.000220
10306,New Review of Hypermedia and Multimedia,173,0.889,0.000210
10306,REVIEW OF RELIGIOUS RESEARCH,761,0.889,0.000560
10306,Young,430,0.889,0.000520
10311,AJAR-African Journal of AIDS Research,512,0.888,0.000940
10311,AJAR-African Journal of AIDS Research,512,0.888,0.000940
10311,ANNALES ZOOLOGICI,656,0.888,0.000760
10311,INDIAN JOURNAL OF PHARMACOLOGY,"1,598",0.888,0.001470
10311,Nutricion Hospitalaria,"3,978",0.888,0.004520
10316,First Language,738,0.887,0.000690
10316,Journal of Laser Micro Nanoengineering,520,0.887,0.000480
10316,NERVENARZT,"1,502",0.887,0.001340
10316,Willdenowia,618,0.887,0.000750
10320,INTERNATIONAL JOURNAL OF SOFTWARE ENGINEERING AND KNOWLEDGE ENGINEERING,535,0.886,0.000420
10320,Journal of Quantitative Linguistics,256,0.886,0.000270
10320,NEUROLOGIST,859,0.886,0.000600
10323,ANNALES DE LIMNOLOGIE-INTERNATIONAL JOURNAL OF LIMNOLOGY,717,0.885,0.000600
10323,Mitochondrial DNA Part B-Resources,"1,698",0.885,0.001940
10323,PEDIATRIC AND DEVELOPMENTAL PATHOLOGY,"1,300",0.885,0.001500
10323,REDIA-GIORNALE DI ZOOLOGIA,509,0.885,0.000320
10327,JOURNAL OF CHILD & ADOLESCENT SUBSTANCE ABUSE,482,0.884,0.000870
10327,JOURNAL OF ELECTRONIC IMAGING,"2,423",0.884,0.002340
10327,SCANDINAVIAN POLITICAL STUDIES,830,0.884,0.000860
10330,COMMUNITY DEVELOPMENT JOURNAL,905,0.883,0.000830
10330,Chilean Journal of Agricultural Research,982,0.883,0.001150
10330,EUROPE-ASIA STUDIES,"1,349",0.883,0.001870
10330,Proceedings of the Estonian Academy of Sciences,573,0.883,0.000460
10334,AIMS Mathematics,120,0.882,0.000490
10334,INDAGATIONES MATHEMATICAE-NEW SERIES,639,0.882,0.002630
10334,JOURNAL OF SOUTHERN AFRICAN STUDIES,"1,355",0.882,0.001430
10334,Journal of Demographic Economics,74,0.882,0.000720
10334,KLINISCHE PADIATRIE,793,0.882,0.000590
10339,CANADIAN JOURNAL OF MATHEMATICS-JOURNAL CANADIEN DE MATHEMATIQUES,"2,601",0.881,0.003630
10339,Interpreter and Translator Trainer,232,0.881,0.000480
10339,MATHEMATISCHE ZEITSCHRIFT,"5,934",0.881,0.012500
10342,EXPOSITIONES MATHEMATICAE,489,0.880,0.001310
10342,Gravitation & Cosmology,494,0.880,0.000550
10342,HASTINGS LAW JOURNAL,648,0.880,0.000750
10342,INTERNATIONAL SOCIAL WORK,"1,131",0.880,0.001060
10342,JOURNAL OF POULTRY SCIENCE,745,0.880,0.000610
10342,Journal of Rational-Emotive and Cognitive-Behavior Therapy,505,0.880,0.000400
10342,Physiotherapy Canada,880,0.880,0.000930
10342,SPECTROSCOPY LETTERS,"1,187",0.880,0.001040
10350,COMBINATORICS PROBABILITY & COMPUTING,"1,056",0.879,0.003620
10350,LC GC NORTH AMERICA,626,0.879,0.000490
10352,APPLIED RHEOLOGY,379,0.878,0.000360
10352,International Journal of Steel Structures,"1,019",0.878,0.001330
10352,Journal of Computational Finance,427,0.878,0.000330
10352,Postepy Higieny I Medycyny Doswiadczalnej,"1,339",0.878,0.001620
10352,REVISTA DE METALURGIA,333,0.878,0.000090
10357,International Journal of Fruit Science,338,0.877,0.000370
10357,JOURNAL OF TESTING AND EVALUATION,"2,130",0.877,0.001970
10357,Journal of Hospice & Palliative Nursing,580,0.877,0.000830
10357,Journal of Hospice & Palliative Nursing,580,0.877,0.000830
10357,Journal of the Asia Pacific Economy,462,0.877,0.000510
10357,VETERINARY AND COMPARATIVE ORTHOPAEDICS AND TRAUMATOLOGY,"1,138",0.877,0.001130
10363,Algebraic and Geometric Topology,"1,180",0.876,0.008260
10363,Fundamental and Applied Limnology,712,0.876,0.000740
10365,AMERICAN CERAMIC SOCIETY BULLETIN,"1,171",0.875,0.000310
10365,International Journal of Law Policy and the Family,254,0.875,0.000190
10365,Iranian Journal of Science and Technology Transaction A-Science,719,0.875,0.000940
10365,Journal of Politeness Research-Language Behaviour Culture,462,0.875,0.000390
10365,Journal of Trauma Nursing,410,0.875,0.000850
10365,Journal of Trauma Nursing,410,0.875,0.000850
10365,MATHEMATIKA,866,0.875,0.002330
10365,POST-COMMUNIST ECONOMIES,396,0.875,0.000350
10365,RBGN-Revista Brasileira de Gestao de Negocios,229,0.875,0.000150
10365,Urban Design International,467,0.875,0.000290
10365,Women & Criminal Justice,374,0.875,0.000340
10376,AMERICAN JOURNAL OF PHYSICS,"7,947",0.874,0.002500
10376,Mechanics & Industry,507,0.874,0.000680
10378,Actas Urologicas Espanolas,760,0.873,0.000920
10378,ENCEPHALE-REVUE DE PSYCHIATRIE CLINIQUE BIOLOGIQUE ET THERAPEUTIQUE,"1,230",0.873,0.001060
10378,HISTORY AND PHILOSOPHY OF THE LIFE SCIENCES,359,0.873,0.000620
10378,HISTORY AND PHILOSOPHY OF THE LIFE SCIENCES,359,0.873,0.000620
10378,Hamostaseologie,523,0.873,0.000670
10383,INFORMATION AND COMPUTATION,"2,180",0.872,0.003060
10383,INTERNATIONAL JOURNAL OF SURGICAL PATHOLOGY,"1,329",0.872,0.001860
10383,LINGUISTICS,"1,332",0.872,0.000720
10383,Vascular and Endovascular Surgery,"1,325",0.872,0.001680
10387,KOLNER ZEITSCHRIFT FUR SOZIOLOGIE UND SOZIALPSYCHOLOGIE,754,0.871,0.000890
10388,DISCRETE DYNAMICS IN NATURE AND SOCIETY,"1,872",0.870,0.002570
10388,GEOLOGICA BELGICA,379,0.870,0.000320
10388,GEOSCIENCE CANADA,589,0.870,0.000550
10388,Gynecologie Obstetrique Fertilite & Senologie,863,0.870,0.001140
10388,Revista Ciencia Agronomica,"1,149",0.870,0.001450
10393,Plant Genetic Resources-Characterization and Utilization,676,0.869,0.000670
10393,Turkish Journal of Fisheries and Aquatic Sciences,"1,334",0.869,0.001620
10395,International Journal of Web Services Research,114,0.868,0.000110
10395,SOCIAL SCIENCE QUARTERLY,"3,864",0.868,0.003460
10397,ANIMAL BIODIVERSITY AND CONSERVATION,462,0.867,0.000440
10397,GENEVA PAPERS ON RISK AND INSURANCE-ISSUES AND PRACTICE,522,0.867,0.000530
10397,GRASSLAND SCIENCE,519,0.867,0.000470
10397,Human Rights Law Review,521,0.867,0.000480
10397,International Journal of Optics,207,0.867,0.000240
10397,International Review of Economics Education,280,0.867,0.000230
10397,JOURNAL OF THE PHILOSOPHY OF SPORT,459,0.867,0.000100
10397,Journal of Media Ethics,336,0.867,0.000260
10397,New Zealand Geographer,295,0.867,0.000270
10397,Revista Brasileira de Anestesiologia,"1,012",0.867,0.001240
10407,APPLIED MAGNETIC RESONANCE,"1,489",0.864,0.001220
10407,JOURNAL OF THE HISTORY OF BIOLOGY,636,0.864,0.000570
10407,JOURNAL OF THE HISTORY OF BIOLOGY,636,0.864,0.000570
10407,NEW ZEALAND JOURNAL OF FORESTRY SCIENCE,734,0.864,0.000480
10407,RADICAL PHILOSOPHY,350,0.864,0.000540
10412,Communication Disorders Quarterly,383,0.863,0.000410
10412,MINERVA PEDIATRICA,599,0.863,0.000800
10414,COLLOID JOURNAL,"1,459",0.862,0.000640
10414,HETEROATOM CHEMISTRY,"1,208",0.862,0.000560
10414,JOURNAL OF THE ROYAL SOCIETY OF NEW ZEALAND,848,0.862,0.000420
10417,AFRICAN ZOOLOGY,488,0.860,0.000480
10417,German Economic Review,485,0.860,0.000780
10417,INTERVENTION IN SCHOOL AND CLINIC,601,0.860,0.000480
10417,ISRAEL MEDICAL ASSOCIATION JOURNAL,"2,288",0.860,0.002140
10417,Norsk Geografisk Tidsskrift-Norwegian Journal of Geography,528,0.860,0.000380
10417,REPORTS ON MATHEMATICAL PHYSICS,"1,022",0.860,0.000760
10423,ENT-EAR NOSE & THROAT JOURNAL,"1,623",0.859,0.001080
10423,European Journal for Philosophy of Science,297,0.859,0.000610
10423,JOURNAL OF CONSCIOUSNESS STUDIES,"1,444",0.859,0.000570
10423,Journal of Mechanics in Medicine and Biology,914,0.859,0.001340
10423,PRISON JOURNAL,906,0.859,0.000720
10428,AMERICAN JOURNAL OF POTATO RESEARCH,"1,285",0.858,0.000900
10428,Communications in Mathematical Sciences,"1,505",0.858,0.005160
10430,British Journal of Middle Eastern Studies,323,0.857,0.000760
10430,HUMAN ORGANIZATION,"1,365",0.857,0.000900
10430,Journal of Policy and Practice in Intellectual Disabilities,681,0.857,0.000730
10430,Mathematical Control and Related Fields,239,0.857,0.001460
10434,Bulletin of the Malaysian Mathematical Sciences Society,995,0.856,0.002130
10434,COMPUTER APPLICATIONS IN ENGINEERING EDUCATION,779,0.856,0.000620
10436,CANADIAN JOURNAL OF AGRICULTURAL ECONOMICS-REVUE CANADIENNE D AGROECONOMIE,658,0.855,0.000510
10436,CANADIAN JOURNAL OF AGRICULTURAL ECONOMICS-REVUE CANADIENNE D AGROECONOMIE,658,0.855,0.000510
10436,Electronic Journal of Statistics,"1,714",0.855,0.009910
10436,ITALIAN JOURNAL OF FOOD SCIENCE,817,0.855,0.000610
10436,JOURNAL OF CARBOHYDRATE CHEMISTRY,709,0.855,0.000340
10436,Macroheterocycles,439,0.855,0.000440
10436,Revista Matematica Complutense,441,0.855,0.001670
10443,Advances in Rheumatology,50,0.854,0.000080
10443,COMMENTARII MATHEMATICI HELVETICI,"1,809",0.854,0.003350
10443,Desalination and Water Treatment,"14,535",0.854,0.017300
10443,EASTERN EUROPEAN ECONOMICS,307,0.854,0.000210
10443,FOLIA HISTOCHEMICA ET CYTOBIOLOGICA,925,0.854,0.000490
10443,INDUSTRIAL LAW JOURNAL,279,0.854,0.000220
10443,THEORETICAL AND MATHEMATICAL PHYSICS,"2,516",0.854,0.002150
10450,HEALTH PHYSICS,"4,252",0.853,0.002060
10450,REVISTA BRASILEIRA DE ZOOTECNIA-BRAZILIAN JOURNAL OF ANIMAL SCIENCE,"3,800",0.853,0.001350
10452,ACM TRANSACTIONS ON DESIGN AUTOMATION OF ELECTRONIC SYSTEMS,663,0.852,0.001330
10452,Applied Ontology,193,0.852,0.000320
10452,Experimental and Clinical Transplantation,"1,041",0.852,0.002330
10452,Quality Management in Health Care,488,0.852,0.000560
10452,Quality Management in Health Care,488,0.852,0.000560
10452,VETERINARY CLINICAL PATHOLOGY,"1,802",0.852,0.001350
10452,Zoologia,755,0.852,0.001060
10459,Ad Hoc & Sensor Wireless Networks,327,0.851,0.000300
10459,Aequationes Mathematicae,"1,027",0.851,0.001500
10459,COMMUNITY ECOLOGY,611,0.851,0.000570
10459,PCI JOURNAL,"1,059",0.851,0.000310
10463,AORN JOURNAL,"1,532",0.850,0.001370
10463,AORN JOURNAL,"1,532",0.850,0.001370
10463,CANADIAN JOURNAL OF PLANT SCIENCE,"4,249",0.850,0.001950
10463,COMPUTATIONAL COMPLEXITY,594,0.850,0.000650
10463,Journal of Theoretical and Computational Acoustics,44,0.850,0.000110
10463,ZEITSCHRIFT FUR PSYCHOSOMATISCHE MEDIZIN UND PSYCHOTHERAPIE,303,0.850,0.000260
10463,ZEITSCHRIFT FUR PSYCHOSOMATISCHE MEDIZIN UND PSYCHOTHERAPIE,303,0.850,0.000260
10470,CONCURRENT ENGINEERING-RESEARCH AND APPLICATIONS,469,0.849,0.000330
10470,Critical Care Nursing Clinics of North America,412,0.849,0.000490
10470,Critical Care Nursing Clinics of North America,412,0.849,0.000490
10470,JOURNAL OF RAPTOR RESEARCH,927,0.849,0.000640
10470,NORTH AMERICAN JOURNAL OF AQUACULTURE,909,0.849,0.000690
10470,SADHANA-ACADEMY PROCEEDINGS IN ENGINEERING SCIENCES,"1,720",0.849,0.001460
10476,EUROPEAN JOURNAL OF COMBINATORICS,"2,432",0.848,0.007830
10476,Filomat,"2,449",0.848,0.005550
10476,International Finance,351,0.848,0.000380
10476,Irish Political Studies,272,0.848,0.000510
10476,JOURNAL OF THEORETICAL & COMPUTATIONAL CHEMISTRY,545,0.848,0.000550
10476,Journal of International Advanced Otology,422,0.848,0.001070
10482,Journal of Official Statistics,"1,038",0.847,0.001310
10482,Journal of Official Statistics,"1,038",0.847,0.001310
10482,ORGANIC PREPARATIONS AND PROCEDURES INTERNATIONAL,"1,037",0.847,0.000400
10482,SOUTH AFRICAN JOURNAL OF ANIMAL SCIENCE,"1,129",0.847,0.000910
10486,AUSTRALIAN MAMMALOGY,527,0.846,0.000690
10486,Language Awareness,522,0.846,0.000410
10486,URSUS,491,0.846,0.000290
10489,BRITISH JOURNAL OF GUIDANCE & COUNSELLING,783,0.845,0.000440
10489,JOURNAL OF SOCIAL WORK EDUCATION,"1,307",0.845,0.000790
10489,MAIN GROUP CHEMISTRY,242,0.845,0.000120
10492,Analele Stiintifice ale Universitatii Ovidius Constanta-Seria Matematica,335,0.844,0.000550
10492,INORGANIC MATERIALS,"3,329",0.844,0.001840
10492,Journal of Middle East Womens Studies,208,0.844,0.000500
10492,Operative Orthopadie und Traumatologie,465,0.844,0.000560
10492,Progress in Community Health Partnerships-Research Education and Action,612,0.844,0.001040
10492,Zeitschrift fur Erziehungswissenschaft,725,0.844,0.001030
10498,JOURNAL OF COMBINATORIAL OPTIMIZATION,"1,406",0.843,0.004100
10498,KEW BULLETIN,"1,428",0.843,0.000800
10498,SOCIAL CHOICE AND WELFARE,"1,339",0.843,0.002600
10498,ZOOLOGICAL SCIENCE,"2,526",0.843,0.001410
10502,ACAROLOGIA,"1,054",0.842,0.000820
10503,Emergency Medicine International,329,0.841,0.000530
10503,LATIN AMERICAN RESEARCH REVIEW,986,0.841,0.001000
10503,Review of Development Economics,"1,211",0.841,0.001110
10506,ANASTHESIOLOGIE & INTENSIVMEDIZIN,345,0.840,0.000270
10506,COMBUSTION EXPLOSION AND SHOCK WAVES,"2,382",0.840,0.001220
10506,DEVELOPING ECONOMIES,421,0.840,0.000160
10506,Handchirurgie Mikrochirurgie Plastische Chirurgie,545,0.840,0.000400
10506,JOURNAL OF ANALYTICAL CHEMISTRY,"2,106",0.840,0.001550
10506,POLAR RECORD,625,0.840,0.000610
10512,AMERICAN JOURNAL OF COMPARATIVE LAW,872,0.839,0.000540
10512,Southeast European and Black Sea Studies,382,0.839,0.001050
10512,ZEITSCHRIFT FUR NATURFORSCHUNG SECTION B-A JOURNAL OF CHEMICAL SCIENCES,"3,408",0.839,0.000970
10515,HAUTARZT,"1,191",0.838,0.000730
10515,OCEANOLOGY,"1,251",0.838,0.001090
10515,Reading & Writing Quarterly,620,0.838,0.000560
10515,Security Journal,536,0.838,0.000590
10519,Acta Phytotaxonomica et Geobotanica,186,0.837,0.000250
10519,BULLETIN OF THE CHEMICAL SOCIETY OF ETHIOPIA,528,0.837,0.000180
10519,CRITICAL REVIEW,416,0.837,0.000380
10519,ZEITSCHRIFT FUR SOZIOLOGIE,910,0.837,0.000450
10523,CLINICAL SOCIAL WORK JOURNAL,774,0.836,0.000610
10523,GLOBAL GOVERNANCE,881,0.836,0.000690
10523,LIBRARY TRENDS,722,0.836,0.000420
10523,PHILOSOPHICAL MAGAZINE LETTERS,"2,017",0.836,0.001220
10527,CHINA OCEAN ENGINEERING,677,0.835,0.000790
10527,CZECH JOURNAL OF ANIMAL SCIENCE,"1,135",0.835,0.000820
10527,STRATIGRAPHY AND GEOLOGICAL CORRELATION,835,0.835,0.000690
10527,SURFACE REVIEW AND LETTERS,"1,044",0.835,0.000760
10527,Television & New Media,775,0.835,0.001720
10532,CANADIAN JOURNAL OF ANIMAL SCIENCE,"2,623",0.834,0.001180
10533,BIOCONTROL SCIENCE,385,0.833,0.000360
10533,History of Psychology,260,0.833,0.000710
10533,INTERNATIONAL JOURNAL OF MODERN PHYSICS B,"4,085",0.833,0.003860
10533,INTERNATIONAL JOURNAL OF NUMERICAL MODELLING-ELECTRONIC NETWORKS DEVICES AND FIELDS,544,0.833,0.000770
10533,JOURNAL OF GERONTOLOGICAL SOCIAL WORK,"1,106",0.833,0.000990
10533,Journal of Hyperbolic Differential Equations,332,0.833,0.001110
10533,Zemdirbyste-Agriculture,539,0.833,0.000530
10540,JOURNAL OF PEDIATRIC ORTHOPAEDICS-PART B,"1,619",0.832,0.001800
10540,PLASMA PHYSICS REPORTS,"1,557",0.832,0.001540
10542,JOURNAL OF THE AMERICAN HELICOPTER SOCIETY,"1,025",0.831,0.000870
10542,Journal of Theoretical and Applied Mechanics,"1,008",0.831,0.000950
10542,Open Astronomy,69,0.831,0.000260
10542,PAST & PRESENT,"1,841",0.831,0.001760
10542,Research in the Mathematical Sciences,208,0.831,0.002420
10547,Journal of Power Electronics,"1,041",0.830,0.001570
10547,NEUROCASE,"1,086",0.830,0.001150
10547,POLYMER SCIENCE SERIES C,283,0.830,0.000290
10550,Anales del Sistema Sanitario De Navarra,373,0.829,0.000200
10550,Anales del Sistema Sanitario De Navarra,373,0.829,0.000200
10550,Clinical Nurse Specialist,587,0.829,0.000610
10550,Clinical Nurse Specialist,587,0.829,0.000610
10550,HISTORY OF POLITICAL ECONOMY,800,0.829,0.000720
